ID,month,B1_mean,B1_std,B1_min,B1_max,B1_median,B2_mean,B2_std,B2_min,B2_max,B2_median,B3_mean,B3_std,B3_min,B3_max,B3_median,B4_mean,B4_std,B4_min,B4_max,B4_median,B5_mean,B5_std,B5_min,B5_max,B5_median,B6_mean,B6_std,B6_min,B6_max,B6_median,B7_mean,B7_std,B7_min,B7_max,B7_median,B8_mean,B8_std,B8_min,B8_max,B8_median,B8A_mean,B8A_std,B8A_min,B8A_max,B8A_median,B9_mean,B9_std,B9_min,B9_max,B9_median,B11_mean,B11_std,B11_min,B11_max,B11_median,B12_mean,B12_std,B12_min,B12_max,B12_median,Crop,class
ID_zWWJwz_Dec,Dec,2489.6956,32.14754,2450.0,2550.0,2488.0,2241.4282,59.63511,2147.0,2423.0,2218.0,2153.3384,72.64427,2025.0,2393.0,2128.0,2067.0823,204.60963,1821.0,2670.0,1986.0,2334.5237,159.36905,2113.0,2861.0,2274.0,3220.2314,179.7191,2868.0,3664.0,3180.0,3659.3667,257.63632,3225.0,4297.0,3594.0,3598.263,256.34558,2996.0,4389.0,3550.0,4024.0781,268.9371,3521.0,4768.0,3983.0,1715.6709,40.73845,1632.0,1809.0,1711.0,3265.0999,506.6804,2631.0,4553.0,3083.0,2295.8376,467.81882,1716.0,3386.0,2137.0,Cocoa,1
ID_x41v41_Dec,Dec,2452.2617,28.254436,2427.0,2588.0,2444.0,2194.2234,57.469643,2126.0,2614.0,2178.0,2083.713,80.875626,1966.0,2682.0,2067.0,1904.3164,158.48175,1752.0,3031.0,1853.0,2189.0166,131.02934,2002.0,2989.0,2161.0,3195.822,160.21863,2775.0,3607.0,3201.0,3680.0227,215.13033,3087.0,4263.0,3677.0,3622.7717,238.40913,2856.0,4509.0,3624.0,4039.7827,235.8291,3296.0,4604.0,4046.0,1692.4752,31.539474,1594.0,1756.0,1692.0,2979.8528,296.90707,2496.0,4327.0,2905.0,2003.3772,295.86545,1641.0,3642.0,1922.0,Cocoa,1
ID_NCR21u_Dec,Dec,2451.526,27.577888,2427.0,2588.0,2442.0,2192.6018,57.65109,2126.0,2614.0,2175.0,2079.2603,79.604355,1966.0,2682.0,2063.0,1901.9819,162.02379,1752.0,3031.0,1844.0,2181.7363,130.59851,2002.0,2989.0,2151.0,3189.7905,176.77606,2775.0,3598.0,3200.0,3678.483,245.13495,3087.0,4263.0,3687.0,3622.2537,260.393,2856.0,4509.0,3636.0,4038.8154,264.59424,3296.0,4604.0,4054.0,1690.9551,38.446136,1594.0,1756.0,1690.0,2975.5935,319.4211,2488.0,4327.0,2893.0,1997.0757,310.55176,1627.0,3642.0,1898.0,Cocoa,1
ID_FwaTX4_Dec,Dec,2451.6301,15.0975065,2435.0,2494.0,2446.0,2179.2183,34.847633,2122.0,2419.0,2166.0,2076.023,40.357765,1983.0,2373.0,2065.0,1877.7278,126.98408,1747.0,2583.0,1818.0,2197.123,89.14356,2052.0,2642.0,2170.0,3349.2295,148.69914,2953.0,3660.0,3378.0,3888.5908,208.4943,3332.0,4303.0,3937.0,3805.6174,217.0439,2998.0,4300.0,3849.0,4277.892,218.92139,3728.0,4787.0,4327.0,1730.3683,31.156702,1654.0,1784.0,1736.0,2957.5078,327.42014,2535.0,4115.0,2849.0,1961.5667,284.49646,1665.0,2926.0,1838.0,Cocoa,1
ID_iX96uI_Dec,Dec,2440.9512,10.2783785,2426.0,2486.0,2439.0,2174.984,26.532284,2126.0,2399.0,2168.0,2065.4802,35.450912,1975.0,2409.0,2062.0,1850.298,82.78241,1751.0,2523.0,1819.0,2157.5544,60.61136,2039.0,2533.0,2149.0,3318.5952,128.53905,2977.0,3680.0,3306.0,3873.8494,174.34802,3396.0,4326.0,3866.0,3809.9238,199.3285,3139.0,4427.0,3811.0,4250.6704,185.66544,3715.0,4760.0,4249.0,1736.1377,20.868723,1685.0,1796.0,1738.0,2855.0776,197.81822,2548.0,3591.0,2823.0,1878.5405,166.90887,1641.0,2698.0,1849.0,Cocoa,1
ID_KJsitm_Dec,Dec,2449.7559,10.992325,2432.0,2484.0,2447.0,2173.317,27.734606,2123.0,2310.0,2166.0,2050.995,36.518097,1951.0,2256.0,2045.0,1859.2384,95.09566,1742.0,2363.0,1822.0,2137.3145,77.10747,1999.0,2444.0,2121.0,3210.1838,138.44487,2781.0,3537.0,3206.0,3742.2239,202.53041,3180.0,4159.0,3747.0,3663.9968,220.54019,2932.0,4177.0,3670.0,4117.9917,220.89705,3419.0,4594.0,4116.0,1696.3776,26.914616,1634.0,1758.0,1695.0,2884.2842,266.5343,2494.0,3773.0,2825.0,1920.3003,224.88374,1627.0,2750.0,1845.0,Cocoa,1
ID_q32Mbf_Dec,Dec,2439.3928,12.234421,2424.0,2483.0,2436.0,2175.3271,26.957146,2121.0,2314.0,2168.0,2072.8613,34.304596,1963.0,2225.0,2068.0,1852.822,84.19569,1739.0,2219.0,1820.0,2157.1658,61.559055,2003.0,2396.0,2147.0,3337.8486,143.94533,2855.0,3716.0,3339.0,3874.5076,189.87877,3332.0,4368.0,3877.0,3821.5356,210.6086,2967.0,4500.0,3827.0,4261.4775,200.9002,3604.0,4763.0,4263.0,1740.7539,25.191511,1690.0,1801.0,1737.0,2901.4443,202.42929,2573.0,3641.0,2847.0,1906.7174,175.51001,1652.0,2684.0,1851.0,Cocoa,1
ID_2zlkNI_Dec,Dec,2438.174,10.109284,2423.0,2488.0,2436.0,2161.5212,24.193956,2118.0,2327.0,2155.0,2063.381,33.66862,1960.0,2273.0,2056.0,1821.6237,72.625336,1733.0,2294.0,1794.0,2137.5886,63.93637,1991.0,2429.0,2121.0,3348.5637,130.55513,2933.0,3750.0,3357.0,3878.7998,185.82603,3246.0,4367.0,3899.0,3813.5217,199.73575,2972.0,4457.0,3834.0,4266.1807,198.40732,3583.0,4776.0,4290.0,1753.8208,27.475092,1669.0,1809.0,1759.0,2813.1914,170.62683,2521.0,3473.0,2794.0,1849.4368,157.7648,1610.0,2473.0,1807.0,Cocoa,1
ID_BATnyY_Dec,Dec,2451.5195,15.169393,2430.0,2494.0,2446.0,2178.5083,34.212555,2122.0,2419.0,2166.0,2075.3718,39.898785,1983.0,2373.0,2065.0,1874.1481,123.70655,1747.0,2583.0,1817.0,2194.917,87.12921,2052.0,2642.0,2170.0,3352.6135,145.86894,2953.0,3660.0,3381.0,3893.9812,203.87447,3332.0,4303.0,3945.0,3811.097,212.84319,2998.0,4300.0,3853.0,4283.1455,213.67625,3728.0,4787.0,4328.0,1730.8605,30.565102,1654.0,1784.0,1736.0,2945.4368,314.6032,2535.0,4115.0,2849.0,1951.5645,273.15253,1665.0,2926.0,1837.0,Cocoa,1
ID_x7yKs1_Dec,Dec,2422.4827,6.7402296,2412.0,2447.0,2421.0,2159.718,20.054121,2117.0,2387.0,2156.0,2059.5327,24.775797,1972.0,2327.0,2058.0,1808.4725,60.172184,1725.0,2309.0,1787.0,2150.6768,42.13553,2025.0,2386.0,2149.0,3362.3904,134.33426,2962.0,3663.0,3377.0,3909.1794,191.25333,3358.0,4347.0,3932.0,3847.5056,209.79292,3068.0,4434.0,3866.0,4287.645,206.86592,3658.0,4777.0,4312.0,1766.4879,27.321522,1695.0,1829.0,1771.0,2803.1025,169.35364,2469.0,3492.0,2818.0,1841.6475,145.50964,1604.0,2505.0,1824.0,Cocoa,1
ID_mMTvsP_Dec,Dec,2446.3975,10.103595,2433.0,2491.0,2443.0,2169.9282,24.58956,2116.0,2329.0,2163.0,2060.2988,30.142843,1960.0,2253.0,2056.0,1838.8546,82.72302,1744.0,2351.0,1806.0,2150.9253,61.418636,1991.0,2518.0,2136.0,3376.156,117.44291,2962.0,3650.0,3390.0,3955.5872,172.0929,3406.0,4425.0,3975.0,3867.5664,196.0077,3132.0,4640.0,3893.0,4344.8564,179.1579,3751.0,4763.0,4370.0,1743.413,17.580359,1681.0,1770.0,1747.0,2818.501,248.50108,2459.0,3823.0,2752.0,1852.7251,202.6159,1623.0,2800.0,1794.0,Cocoa,1
ID_Rte4oU_Dec,Dec,2448.626,6.7533298,2441.0,2479.0,2447.0,2168.421,19.641462,2128.0,2412.0,2165.0,2075.3748,26.77709,2006.0,2310.0,2073.0,1815.7897,47.429424,1751.0,2241.0,1803.0,2141.243,41.546307,2050.0,2326.0,2138.0,3427.2488,120.58296,3059.0,3774.0,3431.0,3972.1523,162.79915,3454.0,4391.0,3985.0,3912.4114,179.20206,3290.0,4367.0,3921.0,4367.6055,173.65164,3800.0,4779.0,4378.0,1778.599,24.643656,1705.0,1821.0,1778.0,2790.4583,122.65299,2549.0,3295.0,2793.0,1812.0111,103.68164,1624.0,2339.0,1799.0,Cocoa,1
ID_6JpyiB_Dec,Dec,2445.9336,12.860756,2434.0,2514.0,2443.0,2169.7563,25.89721,2115.0,2362.0,2164.0,2070.2969,41.337067,1956.0,2314.0,2064.0,1837.1173,88.544846,1739.0,2409.0,1808.0,2173.6245,82.93844,1987.0,2660.0,2158.0,3400.2805,173.54942,2897.0,3736.0,3438.0,3956.2073,221.26457,3311.0,4395.0,4015.0,3860.1545,237.12836,2925.0,4385.0,3916.5,4331.1514,238.34317,3552.0,4846.0,4392.0,1731.4307,30.073492,1656.0,1780.0,1738.0,2759.1343,232.54129,2426.0,3913.0,2684.0,1818.1655,195.31169,1597.0,2760.0,1754.0,Cocoa,1
ID_50jFac_Dec,Dec,2446.0088,19.49752,2424.0,2499.0,2437.0,2174.8503,39.973446,2121.0,2604.0,2158.0,2070.4067,45.171246,1995.0,2460.0,2053.0,1870.1,123.61307,1748.0,2788.0,1805.0,2175.279,88.89683,2046.0,2454.0,2138.0,3289.6694,135.2652,2867.0,3583.0,3300.0,3797.9353,201.91473,3173.0,4249.0,3829.0,3730.138,210.52022,3079.0,4248.0,3750.0,4181.9507,215.54398,3533.0,4676.0,4211.0,1741.7471,31.974144,1674.0,1795.0,1745.0,2956.4888,316.43634,2521.0,3842.0,2819.0,1973.0234,283.84286,1620.0,2797.0,1828.0,Cocoa,1
ID_tTp12S_Dec,Dec,2450.5547,11.603609,2434.0,2494.0,2447.0,2175.7356,29.113203,2130.0,2382.0,2166.0,2063.1135,34.579185,1958.0,2299.0,2054.0,1860.8827,97.75671,1746.0,2338.0,1813.0,2166.501,68.65143,2044.0,2482.0,2146.0,3242.5417,124.29491,2723.0,3536.0,3251.0,3747.7373,178.21626,2994.0,4121.0,3773.0,3674.92,194.39384,2859.0,4275.0,3692.0,4131.458,190.41833,3370.0,4557.0,4148.0,1712.308,23.784761,1663.0,1759.0,1714.0,2917.6785,244.72162,2527.0,3731.0,2827.0,1934.9281,212.03159,1652.0,2645.0,1839.0,Cocoa,1
ID_avMM8J_Dec,Dec,2446.173,9.232321,2428.0,2502.0,2443.0,2181.895,28.818436,2130.0,2432.0,2175.0,2072.5251,41.15927,1978.0,2414.0,2066.0,1871.0084,100.42724,1758.0,2575.0,1831.0,2166.8982,75.4864,2027.0,2542.0,2153.0,3281.0508,172.54698,2906.0,3681.0,3247.0,3823.0393,234.62149,3279.0,4393.0,3788.0,3755.6943,246.8726,3166.0,4415.0,3724.0,4189.1035,249.8289,3613.0,4772.0,4155.0,1721.4379,34.54092,1647.0,1809.0,1718.0,2863.8616,268.9958,2496.0,3914.0,2784.0,1904.5836,227.36983,1637.0,2761.0,1839.0,Cocoa,1
ID_l3oXQu_Dec,Dec,2433.0347,6.607258,2421.0,2456.0,2432.0,2155.651,17.814035,2113.0,2341.0,2153.0,2061.2896,26.873941,1962.0,2263.0,2059.0,1806.2291,53.287075,1726.0,2272.0,1790.0,2135.9626,46.03357,1992.0,2352.0,2133.0,3413.309,144.13344,2970.0,3830.0,3421.0,3957.297,187.23099,3403.0,4458.0,3970.0,3884.0664,208.13232,3095.0,4468.0,3899.0,4336.424,200.66968,3646.0,4862.0,4349.0,1777.7678,23.770592,1692.0,1835.0,1780.0,2765.7212,137.01408,2481.0,3481.0,2768.0,1803.4318,118.2331,1603.0,2468.0,1791.0,Cocoa,1
ID_t5iaoz_Dec,Dec,2460.025,25.349335,2432.0,2525.0,2448.0,2208.9587,57.500366,2129.0,2655.0,2184.0,2114.5466,75.97485,1998.0,2723.0,2083.0,1942.2549,179.47012,1764.0,2789.0,1857.0,2250.2754,150.97765,2047.0,2723.0,2180.0,3289.271,150.70708,2956.0,3736.0,3263.0,3786.4832,210.47046,3315.0,4335.0,3747.0,3729.3425,220.74564,3050.0,4337.0,3695.0,4164.9043,219.68118,3575.0,4749.0,4123.0,1719.0465,27.810017,1666.0,1794.0,1715.0,3024.7932,398.13718,2532.0,4078.0,2878.0,2043.0658,343.20978,1643.0,3019.0,1911.0,Cocoa,1
ID_kaUy7D_Dec,Dec,2458.8936,14.098742,2439.0,2493.0,2455.0,2189.1648,34.554474,2133.0,2328.0,2177.0,2081.0312,43.422604,1968.0,2236.0,2070.0,1926.8646,130.42786,1756.0,2351.0,1875.0,2217.3462,96.94717,2024.0,2527.0,2189.0,3235.1428,144.92703,2852.0,3694.0,3213.0,3732.6487,205.96652,3237.0,4371.0,3697.0,3665.8564,216.09439,3016.0,4362.0,3637.0,4120.256,217.38084,3580.0,4820.0,4084.0,1719.6343,28.552296,1670.0,1806.0,1716.0,3119.0388,317.0362,2612.0,4135.0,3042.0,2091.623,277.75568,1697.0,2921.0,2022.0,Cocoa,1
ID_IGDwps_Dec,Dec,2455.341,11.336971,2440.0,2491.0,2453.0,2178.8455,29.998167,2132.0,2480.0,2170.0,2079.6816,35.583294,1994.0,2471.0,2074.0,1859.4175,92.72572,1760.0,2492.0,1820.0,2154.8132,67.24304,2044.0,2489.0,2139.0,3290.5754,131.95683,2899.0,3587.0,3296.0,3786.315,184.45517,3210.0,4197.0,3785.0,3736.1965,197.41147,3111.0,4272.0,3737.0,4168.3667,192.45432,3525.0,4641.0,4173.0,1739.5144,22.696413,1670.0,1797.0,1739.0,2889.2449,239.31352,2505.0,3732.0,2842.0,1925.8428,211.74922,1634.0,2700.0,1855.0,Cocoa,1
ID_NTQBjT_Dec,Dec,2464.8796,21.305952,2438.0,2521.0,2458.0,2202.1426,47.148857,2132.0,2363.0,2181.0,2096.1772,58.458813,1977.0,2301.0,2076.0,1943.8462,157.9555,1770.0,2441.0,1864.0,2226.4922,123.03228,2040.0,2593.0,2177.0,3268.268,157.03777,2928.0,3672.0,3252.0,3780.511,230.75072,3330.0,4357.0,3777.0,3707.2266,241.08798,3086.0,4371.0,3683.0,4159.589,240.70255,3661.0,4779.0,4148.0,1727.8727,30.96477,1660.0,1791.0,1731.0,3066.975,413.66156,2503.0,4147.0,2905.0,2090.045,371.0063,1639.0,3151.0,1925.0,Cocoa,1
ID_ez0En6_Dec,Dec,2452.0703,10.8698225,2441.0,2486.0,2448.0,2173.717,26.638319,2128.0,2412.0,2166.0,2082.341,30.51321,1999.0,2291.0,2078.0,1833.1519,82.598755,1751.0,2221.0,1801.0,2158.0457,62.180313,2038.0,2441.0,2143.0,3424.4375,134.28592,3015.0,3797.0,3423.0,3961.2021,191.01085,3454.0,4452.0,3968.0,3906.376,204.46661,3118.0,4445.0,3916.0,4361.5195,200.08623,3750.0,4886.0,4361.0,1777.0853,27.60196,1713.0,1825.0,1778.0,2846.386,204.82228,2518.0,3731.0,2829.0,1858.7632,177.35674,1624.0,2734.0,1819.0,Cocoa,1
ID_zZd28x_Dec,Dec,2465.5974,20.655535,2438.0,2515.0,2462.0,2197.875,43.769108,2134.0,2367.0,2181.0,2089.5994,55.97028,1974.0,2318.0,2073.0,1924.7755,142.76915,1749.0,2376.0,1862.0,2217.7485,121.762375,2029.0,2541.0,2179.0,3226.6035,141.93695,2910.0,3594.0,3202.0,3718.8774,214.34442,3291.0,4196.0,3683.0,3640.842,224.89236,3023.0,4215.0,3602.0,4088.751,229.55786,3581.0,4614.0,4065.0,1691.083,29.134893,1642.0,1744.0,1693.0,3026.2734,347.80957,2511.0,3950.0,2943.0,2042.5498,302.9698,1629.0,2872.0,1962.0,Cocoa,1
ID_WeMwuG_Dec,Dec,2425.1433,6.1545987,2416.0,2448.0,2424.0,2161.0366,21.950727,2119.0,2530.0,2158.0,2067.5525,29.221876,1992.0,2588.0,2066.0,1796.4333,55.984566,1742.0,2670.0,1784.0,2160.1118,42.516136,2032.0,2490.0,2157.0,3425.6448,134.93613,3006.0,3822.0,3427.0,3985.486,194.96036,3431.0,4537.0,3977.0,3920.8042,207.32724,3296.0,4483.0,3920.0,4371.2812,209.62326,3733.0,4954.0,4371.0,1784.9354,28.039608,1705.0,1840.0,1781.0,2796.077,155.11743,2477.0,3425.0,2843.0,1811.6105,123.79594,1600.0,2627.0,1829.0,Cocoa,1
ID_YhO4O0_Dec,Dec,2434.5227,7.3499417,2426.0,2474.0,2432.0,2164.5806,25.019083,2115.0,2449.0,2161.0,2045.965,38.231205,1960.0,2464.0,2041.0,1822.0969,71.29456,1740.0,2516.0,1803.0,2113.0278,60.82801,1987.0,2607.0,2104.0,3255.753,145.35576,2904.0,3775.0,3247.0,3808.6262,192.95624,3290.0,4330.0,3802.0,3740.7947,217.57236,3049.0,4430.0,3733.0,4168.212,209.4235,3598.0,4734.0,4163.0,1715.2335,25.623898,1662.0,1779.0,1719.0,2771.4526,157.75505,2483.0,3641.0,2746.0,1821.8094,142.89568,1612.0,2928.0,1785.0,Cocoa,1
ID_84KXfH_Dec,Dec,2458.374,11.170362,2442.0,2498.0,2456.0,2185.899,30.082998,2136.0,2424.0,2178.0,2071.4507,39.559124,1982.0,2359.0,2063.0,1895.9243,96.74796,1758.0,2363.0,1867.0,2183.0315,79.48795,2058.0,2600.0,2165.0,3209.6843,122.55679,2796.0,3562.0,3206.0,3712.7961,172.58476,3135.0,4174.0,3712.0,3640.0503,190.97864,2979.0,4376.0,3637.0,4094.7798,187.39389,3436.0,4607.0,4099.0,1692.9785,20.754591,1647.0,1755.0,1695.0,2985.1572,223.25089,2463.0,3639.0,2947.0,1996.8666,190.21103,1620.0,2552.0,1967.0,Cocoa,1
ID_MkqVId_Dec,Dec,2450.8643,16.531832,2431.0,2514.0,2446.0,2191.5552,42.859535,2129.0,2655.0,2179.0,2090.7532,60.0308,1998.0,2723.0,2073.0,1884.7874,114.73326,1760.0,2789.0,1845.0,2199.7532,99.97402,2037.0,2723.0,2168.0,3261.0718,163.99077,2927.0,3736.0,3234.0,3759.0186,210.60666,3273.0,4335.0,3727.0,3697.1423,226.84735,3050.0,4337.0,3674.0,4128.207,225.38913,3463.0,4749.0,4100.0,1713.4625,30.313614,1645.0,1794.0,1708.0,2912.0203,241.37184,2523.0,3874.0,2859.0,1948.4844,222.37991,1659.0,3019.0,1892.0,Cocoa,1
ID_DuhBNk_Dec,Dec,2429.376,3.7226129,2422.0,2450.0,2429.0,2147.901,13.106848,2119.0,2355.0,2147.0,2042.3511,18.146236,1976.0,2273.0,2042.0,1786.2041,34.362324,1739.0,2275.0,1778.0,2112.307,28.308966,2021.0,2217.0,2114.0,3323.672,87.66635,2960.0,3537.0,3328.0,3853.2676,121.73058,3439.0,4163.0,3854.0,3789.2473,139.30289,3277.0,4201.0,3790.0,4245.4053,131.85529,3724.0,4594.0,4246.0,1760.7104,19.198421,1705.0,1803.0,1760.0,2793.816,82.035675,2529.0,3174.0,2792.0,1815.0111,68.20819,1656.0,2135.0,1804.0,Cocoa,1
ID_jTk8sx_Dec,Dec,2449.3506,6.413181,2442.0,2483.0,2447.0,2168.651,20.33133,2133.0,2453.0,2165.0,2073.6655,26.80841,1994.0,2438.0,2072.0,1819.822,53.999336,1756.0,2562.0,1805.0,2137.7058,42.59208,2036.0,2553.0,2136.0,3386.5737,134.11432,2945.0,3728.0,3395.0,3913.77,175.85144,3353.0,4398.0,3923.0,3855.7852,195.25313,3064.0,4562.0,3865.0,4304.308,190.06604,3711.0,4831.0,4315.0,1766.8201,28.02473,1702.0,1820.0,1768.0,2811.3064,139.1061,2518.0,3525.0,2816.0,1833.7893,117.05916,1617.0,2916.0,1822.0,Cocoa,1
ID_Tbew0Y_Dec,Dec,2412.5525,6.005927,2401.0,2435.0,2413.0,2154.6775,18.710592,2114.0,2263.0,2151.0,2059.3938,21.10151,2003.0,2201.0,2056.0,1837.8782,63.061054,1749.0,2185.0,1816.0,2171.0737,36.535385,2079.0,2410.0,2167.0,3259.1216,131.43832,2837.0,3514.0,3284.0,3751.531,181.20451,3137.0,4164.0,3785.0,3701.0608,191.86073,3110.0,4182.0,3730.0,4130.2915,194.94966,3480.0,4524.0,4164.0,1730.0288,26.603464,1656.0,1771.0,1735.0,2917.0996,155.12047,2583.0,3602.0,2900.0,1928.1515,145.20999,1661.0,2606.0,1900.0,Cocoa,1
ID_IJCl0X_Dec,Dec,2489.4014,25.30964,2456.0,2566.0,2484.0,2238.872,53.421947,2161.0,2441.0,2220.0,2150.5051,68.74069,2028.0,2437.0,2131.0,2057.8757,183.69421,1838.0,2700.0,1995.0,2346.5732,144.58829,2156.0,2895.0,2303.0,3282.251,161.4704,2717.0,3701.0,3275.0,3748.7012,229.84671,2941.0,4356.0,3739.0,3677.598,243.96504,2667.0,4323.0,3678.0,4130.685,255.37877,3140.0,4745.0,4133.0,1715.8397,34.7601,1606.0,1780.0,1720.0,3268.1204,427.7514,2628.0,4646.0,3162.0,2243.7312,381.6327,1724.0,3505.0,2141.0,Cocoa,1
ID_bssI9w_Dec,Dec,2446.9941,9.5855465,2433.0,2480.0,2444.0,2167.846,23.467575,2116.0,2382.0,2162.0,2052.9697,30.495161,1949.0,2283.0,2051.0,1838.431,77.54157,1731.0,2268.0,1808.0,2142.59,58.824554,1950.0,2399.0,2132.0,3293.2563,150.5713,2843.0,3615.0,3314.0,3849.584,200.72385,3207.0,4254.0,3880.0,3769.3826,219.85872,2886.0,4244.0,3793.0,4235.555,217.63173,3544.0,4683.0,4272.0,1721.9523,28.59559,1632.0,1778.0,1724.0,2867.8804,209.33345,2543.0,3690.0,2817.0,1887.9843,176.7133,1641.0,2599.0,1840.0,Cocoa,1
ID_rpAuvj_Dec,Dec,2438.5447,10.833525,2426.0,2498.0,2436.0,2172.371,29.457579,2124.0,2448.0,2166.0,2056.5706,42.876045,1970.0,2464.0,2048.0,1848.3053,105.91595,1744.0,2451.0,1814.0,2142.0596,90.397446,2016.0,2571.0,2121.0,3300.1016,156.16228,2904.0,3775.0,3281.0,3860.767,213.79546,3290.0,4386.0,3829.0,3795.6018,239.85773,3049.0,4520.0,3771.0,4230.88,232.07765,3598.0,4804.0,4201.0,1728.5621,29.346254,1670.0,1793.0,1727.0,2854.277,271.86255,2486.0,4117.0,2778.0,1875.3037,222.99359,1612.0,2935.0,1813.0,Cocoa,1
ID_O9jKys_Dec,Dec,2421.0876,8.786152,2405.0,2449.0,2419.0,2160.2888,25.667126,2113.0,2469.0,2154.0,2052.173,32.88492,1954.0,2448.0,2048.0,1841.5675,85.4331,1726.0,2530.0,1811.0,2123.744,63.130733,1993.0,2387.0,2112.0,3215.5312,165.89099,2804.0,3556.0,3219.0,3706.903,231.98595,3099.0,4194.0,3722.0,3675.9473,246.7771,2957.0,4253.0,3696.0,4081.6018,249.62416,3410.0,4619.0,4091.0,1720.1311,37.08731,1629.0,1789.0,1722.0,2927.8174,212.88776,2518.0,3746.0,2893.0,1947.9224,181.03438,1641.0,2623.0,1917.0,Cocoa,1
ID_SdX2XK_Dec,Dec,2452.2815,8.03735,2439.0,2480.0,2450.0,2174.7224,23.07882,2130.0,2385.0,2169.0,2068.0327,27.685694,1996.0,2354.0,2065.0,1841.4044,77.05306,1765.0,2457.0,1812.0,2171.301,47.535946,2058.0,2416.0,2163.0,3309.0334,124.15026,2957.0,3585.0,3321.0,3834.0408,171.12479,3347.0,4207.0,3848.0,3761.4983,185.70386,2956.0,4341.0,3778.0,4229.2305,184.91234,3628.0,4654.0,4252.0,1735.9655,23.07215,1664.0,1785.0,1739.0,2899.935,176.35968,2545.0,3591.0,2864.0,1905.9089,161.22453,1634.0,2517.0,1860.0,Cocoa,1
ID_LLQj8D_Dec,Dec,2458.4902,14.09257,2439.0,2514.0,2455.0,2188.477,35.238926,2136.0,2478.0,2177.0,2082.0903,43.49772,1986.0,2449.0,2071.0,1918.7451,125.524284,1780.0,2594.0,1871.0,2216.051,90.98639,2082.0,2588.0,2190.0,3264.61,127.963425,2967.0,3694.0,3256.0,3770.6985,186.77818,3349.0,4371.0,3767.0,3701.6875,199.34018,2984.0,4362.0,3698.0,4160.894,199.0748,3671.0,4820.0,4147.0,1725.5214,25.270905,1674.0,1806.0,1723.0,3102.243,297.12915,2631.0,4142.0,3030.0,2073.1145,265.00928,1697.0,3019.0,2004.0,Cocoa,1
ID_d99Frq_Dec,Dec,2456.527,19.21384,2434.0,2497.0,2447.0,2185.9067,39.679916,2123.0,2338.0,2169.0,2081.1099,53.456314,1963.0,2289.0,2066.0,1884.1953,128.94981,1729.0,2375.0,1818.0,2194.1506,117.28171,1982.0,2504.0,2158.0,3282.4138,152.06378,2791.0,3611.0,3283.0,3798.3718,229.11118,3101.0,4287.0,3829.0,3714.366,238.95612,2881.0,4288.0,3732.5,4171.0156,246.60544,3311.0,4689.0,4202.0,1703.4592,32.493324,1619.0,1778.0,1709.0,2879.313,301.18817,2432.0,3563.0,2773.0,1925.189,261.2855,1608.0,2538.0,1817.0,Cocoa,1
ID_hkq2Kt_Dec,Dec,2434.2803,5.4755645,2423.0,2462.0,2434.0,2153.659,16.770317,2114.0,2327.0,2151.0,2050.749,24.844452,1958.0,2273.0,2049.0,1798.8304,49.282284,1722.0,2333.0,1786.0,2110.5352,38.19991,1969.0,2384.0,2109.0,3338.447,139.6516,2849.0,3750.0,3354.0,3879.8125,191.52515,3228.0,4367.0,3904.0,3816.0476,203.98248,2959.0,4527.0,3838.0,4268.5312,204.33636,3592.0,4778.0,4293.0,1754.534,27.421251,1660.0,1809.0,1761.0,2770.4333,124.70145,2521.0,3336.0,2771.0,1810.0181,116.640305,1610.0,2649.0,1790.0,Cocoa,1
ID_gz3mwi_Dec,Dec,2448.0708,8.758869,2434.0,2474.0,2447.0,2172.0396,25.63129,2128.0,2432.0,2165.0,2063.4883,35.351543,1970.0,2363.0,2059.0,1845.4056,82.89493,1746.0,2371.0,1812.0,2160.0989,63.937035,2040.0,2458.0,2146.0,3352.824,159.05272,2879.0,3745.0,3349.0,3908.7136,226.58864,3286.0,4472.0,3918.0,3818.113,245.43925,3099.0,4475.0,3825.0,4282.224,242.73668,3618.0,4884.0,4287.0,1736.3398,29.26876,1667.0,1804.0,1738.0,2869.9058,213.12767,2495.0,3584.0,2824.0,1891.1738,189.29955,1631.0,2579.0,1837.0,Cocoa,1
ID_Xn5SQH_Dec,Dec,2449.901,28.168987,2411.0,2511.0,2443.0,2202.0718,51.147312,2120.0,2400.0,2181.0,2104.0776,71.7498,1974.0,2452.0,2080.0,1982.8936,202.2532,1764.0,2705.0,1885.0,2236.477,162.47058,1985.0,2787.0,2170.0,3197.2996,144.18361,2814.0,3628.0,3197.0,3623.1077,227.43372,3176.0,4271.0,3609.0,3570.2393,256.29163,2924.0,4282.0,3577.0,3938.1365,283.07407,3195.0,4662.0,3959.0,1683.1177,47.536087,1574.0,1787.0,1692.0,3081.503,398.85278,2495.0,4233.0,2968.0,2119.208,364.9672,1640.0,3177.0,1998.0,Cocoa,1
